#  0.9500000     -0.8500000    
  1.3888888E-05   4428.793      1.4910689E-10
  1.5228863E-05   3344.147      1.4842183E-10
  1.6698115E-05   2525.140      1.4773988E-10
  1.8309120E-05   1906.714      1.4706107E-10
  2.0075551E-05   1439.744      1.4638538E-10
  2.2012404E-05   1087.140      1.4571282E-10
  2.4136121E-05   820.8908      1.4504332E-10
  2.6464731E-05   619.8483      1.4437690E-10
  2.9018001E-05   468.0426      1.4371355E-10
  3.1817606E-05   353.4153      1.4305325E-10
  3.4887311E-05   266.8611      1.4239598E-10
  3.8253176E-05   201.5048      1.4174174E-10
  4.1943771E-05   152.1548      1.4109050E-10
  4.5990433E-05   114.8908      1.4044223E-10
  5.0427509E-05   86.75317      1.3979697E-10
  5.5292661E-05   65.50665      1.3915467E-10
  6.0627197E-05   49.46357      1.3851531E-10
  6.6476401E-05   37.34955      1.3787889E-10
  7.2889925E-05   28.20236      1.3724540E-10
  7.9922211E-05   21.29538      1.3661479E-10
  8.7632965E-05   16.07998      1.3598714E-10
  9.6087635E-05   12.14186      1.3536230E-10
  1.0535799E-04   9.168228      1.3474037E-10
  1.1552275E-04   6.922856      1.3412130E-10
  1.2666815E-04   5.227398      1.3350507E-10
  1.3888888E-04   3.947167      1.3289167E-10
  1.5228863E-04   4.305138      1.9107305E-10
  1.6698120E-04   4.701494      2.7507330E-10
  1.8309119E-04   5.129425      3.9562251E-10
  2.0075553E-04   5.596921      5.6906468E-10
  2.2012409E-04   6.106692      8.1849988E-10
  2.4136121E-04   6.663151      1.1773130E-09
  2.6464733E-04   7.269998      1.6933498E-09
  2.9018006E-04   7.929053      2.4346352E-09
  3.1817603E-04   8.647623      3.5003302E-09
  3.4887309E-04   9.432104      5.0329301E-09
  3.8253181E-04   10.28544      7.2349486E-09
  4.1943771E-04   11.21553      1.0399972E-08
  4.5990432E-04   12.22879      1.4948444E-08
  5.0427514E-04   13.32885      2.1478570E-08
  5.5292674E-04   14.52380      3.0852679E-08
  6.0627202E-04   15.82389      4.4312458E-08
  6.6476408E-04   17.23920      6.3639916E-08
  7.2889932E-04   18.77618      9.1373416E-08
  7.9922209E-04   20.44116      1.3113478E-07
  8.7632972E-04   22.24252      1.8810331E-07
  9.6087652E-04   24.19571      2.6974354E-07
  1.0535802E-03   26.31006      3.8666479E-07
  1.1552273E-03   28.59198      5.5393201E-07
  1.2666816E-03   31.05721      7.9318539E-07
  1.3888889E-03   33.71244      1.1350174E-06
  1.5228865E-03   36.56215      1.6227223E-06
  1.6698120E-03   39.62145      2.3181574E-06
  1.8309125E-03   42.89955      3.3087608E-06
  2.0075559E-03   46.40157      4.7178655E-06
  2.2012403E-03   50.13411      6.7196324E-06
  2.4136123E-03   54.09269      9.5576461E-06
  2.6464735E-03   58.28236      1.3575304E-05
  2.9018004E-03   62.71484      1.9256740E-05
  3.1817616E-03   67.35735      2.7264517E-05
  3.4887323E-03   72.20189      3.8526658E-05
  3.8253171E-03   77.25827      5.4344702E-05
  4.1943775E-03   82.48982      7.6491422E-05
  4.5990436E-03   87.85841      1.0739790E-04
  5.0427513E-03   93.32708      1.5039045E-04
  5.5292672E-03   98.85353      2.0999300E-04
  6.0627214E-03   104.3938      2.9233954E-04
  6.6476427E-03   109.8843      4.0564718E-04
  7.2889924E-03   115.2323      5.6077226E-04
  7.9922220E-03   120.3391      7.7200308E-04
  8.7632975E-03   125.1068      1.0580186E-03
  9.6087661E-03   129.4412      1.4430626E-03
  1.0535802E-02   133.2056      1.9576508E-03
  1.1552279E-02   136.2520      2.6397076E-03
  1.2666817E-02   138.4450      3.5358162E-03
  1.3888889E-02   139.6628      4.7021150E-03
  1.5228866E-02   139.7606      6.2029362E-03
  1.6698120E-02   138.5823      8.1081251E-03
  1.8309128E-02   136.0004      1.0489455E-02
  2.0075560E-02   131.9913      1.3420177E-02
  2.2012414E-02   126.6093      1.6969861E-02
  2.4136124E-02   119.9151      2.1187821E-02
  2.6464736E-02   112.1364      2.6119148E-02
  2.9018007E-02   103.6170      3.1815868E-02
  3.1817615E-02   94.74938      3.8352098E-02
  3.4887325E-02   86.02965      4.5905106E-02
  3.8253192E-02   77.94502      5.4827858E-02
  4.1943796E-02   70.90213      6.5746449E-02
  4.5990441E-02   65.12827      7.9612643E-02
  5.0427541E-02   60.56767      9.7600959E-02
  5.5292677E-02   56.85920      0.1207851    
  6.0627189E-02   53.27059      0.1491763    
  6.6476434E-02   48.99762      0.1808789    
  7.2889924E-02   43.49660      0.2116740    
  7.9922259E-02   37.05503      0.2377170    
  8.7632984E-02   30.81960      0.2606392    
  9.6087612E-02   26.03520      0.2902505    
  0.1053580       23.23608      0.3414882    
  0.1155227       21.41389      0.4148661    
  0.1266682       19.07327      0.4871225    
  0.1388889       15.63279      0.5263189    
  0.1522887       12.71752      0.5644372    
  0.1669812       11.21171      0.6559706    
  0.1830912       9.753631      0.7522782    
  0.2007556       8.147839      0.8284290    
  0.2201240       6.728159      0.9017963    
  0.2413614       5.678693       1.003371    
  0.2646474       4.808206       1.119942    
  0.2901802       3.995202       1.226738    
  0.3181762       3.289154       1.331364    
  0.3488731       2.716720       1.449630    
  0.3825319       2.254160       1.585615    
  0.4194377       1.859796       1.724558    
  0.4599046       1.527008       1.866613    
  0.5042752       1.250548       2.015176    
  0.5529271       1.021699       2.170382    
  0.6062722      0.8330215       2.332755    
  0.6647640      0.6777835       2.502092    
  0.7288996      0.5502381       2.677711    
  0.7992222      0.4458490       2.860227    
  0.8763302      0.3606093       3.049651    
  0.9608766      0.2911088       3.245399    
   1.053580      0.2345695       3.447337    
   1.155228      0.1887002       3.655823    
   1.266682      0.1515691       3.870999    
   1.388890      0.1215439       4.092101    
   1.522887      9.7320974E-02   4.319357    
   1.669813      7.7818215E-02   4.552968    
   1.830913      6.2134255E-02   4.792299    
   2.007555      4.9548250E-02   5.037796    
   2.201242      3.9463706E-02   5.289454    
   2.413613      3.1390116E-02   5.546327    
   2.646475      2.4940047E-02   5.809122    
   2.901801      1.9794790E-02   6.078039    
   3.181763      1.5693737E-02   6.352430    
   3.488733      1.2429821E-02   6.632508    
   3.825317      9.8345215E-03   6.917760    
   4.194379      7.7726194E-03   7.207430    
   4.599044      6.1376127E-03   7.502604    
   5.042754      4.8427554E-03   7.803795    
   5.529268      3.8179467E-03   8.110407    
   6.062719      3.0071125E-03   8.420966    
   6.647644      2.3664073E-03   8.735797    
   7.288993      1.8608784E-03   9.055876    
   7.992226      1.4623181E-03   9.381128    
   8.763298      1.1480937E-03   9.709345    
   9.608771      9.0064050E-04   10.04072    
   10.53580      7.0624269E-04   10.37927    
   11.55227      5.5346050E-04   10.72257    
   12.66682      4.3339029E-04   11.06859    
   13.88889      3.3915049E-04   11.41839    
   15.22887      2.6522574E-04   11.77142    
   16.69812      2.0730625E-04   12.12901    
   18.30914      1.6197082E-04   12.49252    
   20.07556      1.2643983E-04   12.85573    
   22.01241      9.8636556E-05   13.22058    
