    0.10000E-03    0.46907E+03
    0.10202E-03    0.47816E+03
    0.10408E-03    0.48742E+03
    0.10618E-03    0.49687E+03
    0.10833E-03    0.50649E+03
    0.11052E-03    0.51630E+03
    0.11275E-03    0.52631E+03
    0.11503E-03    0.53650E+03
    0.11735E-03    0.54690E+03
    0.11972E-03    0.55749E+03
    0.12214E-03    0.56829E+03
    0.12461E-03    0.57930E+03
    0.12712E-03    0.59052E+03
    0.12969E-03    0.60196E+03
    0.13231E-03    0.61362E+03
    0.13499E-03    0.62550E+03
    0.13771E-03    0.63761E+03
    0.14049E-03    0.64996E+03
    0.14333E-03    0.66255E+03
    0.14623E-03    0.67538E+03
    0.14918E-03    0.68845E+03
    0.15220E-03    0.70179E+03
    0.15527E-03    0.71537E+03
    0.15841E-03    0.72922E+03
    0.16161E-03    0.74334E+03
    0.16487E-03    0.75773E+03
    0.16820E-03    0.77240E+03
    0.17160E-03    0.78735E+03
    0.17507E-03    0.80259E+03
    0.17860E-03    0.81812E+03
    0.18221E-03    0.83395E+03
    0.18589E-03    0.85009E+03
    0.18965E-03    0.86654E+03
    0.19348E-03    0.88331E+03
    0.19739E-03    0.90039E+03
    0.20138E-03    0.91781E+03
    0.20544E-03    0.93557E+03
    0.20959E-03    0.95366E+03
    0.21383E-03    0.97211E+03
    0.21815E-03    0.99091E+03
    0.22255E-03    0.10101E+04
    0.22705E-03    0.10296E+04
    0.23164E-03    0.10495E+04
    0.23632E-03    0.10698E+04
    0.24109E-03    0.10905E+04
    0.24596E-03    0.11115E+04
    0.25093E-03    0.11330E+04
    0.25600E-03    0.11549E+04
    0.26117E-03    0.11772E+04
    0.26645E-03    0.12000E+04
    0.27183E-03    0.12231E+04
    0.27732E-03    0.12468E+04
    0.28292E-03    0.12708E+04
    0.28864E-03    0.12954E+04
    0.29447E-03    0.13204E+04
    0.30042E-03    0.13459E+04
    0.30649E-03    0.13718E+04
    0.31268E-03    0.13983E+04
    0.31899E-03    0.14253E+04
    0.32544E-03    0.14528E+04
    0.33201E-03    0.14808E+04
    0.33872E-03    0.15093E+04
    0.34556E-03    0.15384E+04
    0.35254E-03    0.15680E+04
    0.35966E-03    0.15983E+04
    0.36693E-03    0.16290E+04
    0.37434E-03    0.16604E+04
    0.38190E-03    0.16924E+04
    0.38962E-03    0.17249E+04
    0.39749E-03    0.17581E+04
    0.40552E-03    0.17919E+04
    0.41371E-03    0.18264E+04
    0.42207E-03    0.18615E+04
    0.43060E-03    0.18973E+04
    0.43929E-03    0.19337E+04
    0.44817E-03    0.19709E+04
    0.45722E-03    0.20087E+04
    0.46646E-03    0.20472E+04
    0.47588E-03    0.20865E+04
    0.48550E-03    0.21265E+04
    0.49530E-03    0.21673E+04
    0.50531E-03    0.22088E+04
    0.51552E-03    0.22511E+04
    0.52593E-03    0.22942E+04
    0.53656E-03    0.23381E+04
    0.54739E-03    0.23828E+04
    0.55845E-03    0.24284E+04
    0.56973E-03    0.24748E+04
    0.58124E-03    0.25220E+04
    0.59299E-03    0.25702E+04
    0.60496E-03    0.26192E+04
    0.61719E-03    0.26692E+04
    0.62965E-03    0.27200E+04
    0.64237E-03    0.27718E+04
    0.65535E-03    0.28246E+04
    0.66859E-03    0.28783E+04
    0.68210E-03    0.29331E+04
    0.69588E-03    0.29888E+04
    0.70993E-03    0.30455E+04
    0.72427E-03    0.31033E+04
    0.73891E-03    0.31621E+04
    0.75383E-03    0.32220E+04
    0.76906E-03    0.32830E+04
    0.78460E-03    0.33451E+04
    0.80045E-03    0.34084E+04
    0.81662E-03    0.34727E+04
    0.83311E-03    0.35383E+04
    0.84994E-03    0.36050E+04
    0.86711E-03    0.36729E+04
    0.88463E-03    0.37420E+04
    0.90250E-03    0.38124E+04
    0.92073E-03    0.38840E+04
    0.93933E-03    0.39569E+04
    0.95831E-03    0.40311E+04
    0.97767E-03    0.41066E+04
    0.99742E-03    0.41834E+04
    0.10176E-02    0.42616E+04
    0.10381E-02    0.43411E+04
    0.10591E-02    0.44221E+04
    0.10805E-02    0.45044E+04
    0.11023E-02    0.45882E+04
    0.11246E-02    0.46734E+04
    0.11473E-02    0.47601E+04
    0.11705E-02    0.48483E+04
    0.11941E-02    0.49380E+04
    0.12182E-02    0.50293E+04
    0.12429E-02    0.51220E+04
    0.12680E-02    0.52164E+04
    0.12936E-02    0.53123E+04
    0.13197E-02    0.54099E+04
    0.13464E-02    0.55091E+04
    0.13736E-02    0.56099E+04
    0.14013E-02    0.57125E+04
    0.14296E-02    0.58167E+04
    0.14585E-02    0.59226E+04
    0.14880E-02    0.60303E+04
    0.15180E-02    0.61398E+04
    0.15487E-02    0.62510E+04
    0.15800E-02    0.63640E+04
    0.16119E-02    0.64788E+04
    0.16445E-02    0.65954E+04
    0.16777E-02    0.67139E+04
    0.17116E-02    0.68343E+04
    0.17462E-02    0.69565E+04
    0.17814E-02    0.70807E+04
    0.18174E-02    0.72067E+04
    0.18541E-02    0.73347E+04
    0.18916E-02    0.74646E+04
