lyn index =  1
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.37197367374e+13 0.0019738905613
1 912.937008571 -3.36851279064e+13 0.00197896031724
2 913.874017141 -3.36505900454e+13 0.00198399972264
3 914.811025712 -3.36161229361e+13 0.00198903183018
4 915.748034283 -3.35817263615e+13 0.0019941209245
5 916.685042853 -3.35474001052e+13 0.00199916361057
6 917.622051424 -3.35131439519e+13 0.00200418796192
7 918.559059995 -3.3478957687e+13 0.0020092653087
8 919.496068565 -3.34448410967e+13 0.0020143531127
9 920.433077136 -3.34107939685e+13 0.00201944856803
10 921.370085707 -3.33768160903e+13 0.00202444264993
11 922.307094277 -3.3342907251e+13 0.00202966242438
12 923.244102848 -3.33090672405e+13 0.00203478361839
13 924.181111419 -3.32752958494e+13 0.0020399148116
14 925.118119989 -3.32415928692e+13 0.00204505704026
15 926.05512856 -3.32079580922e+13 0.00205018813104
16 926.992137131 -3.31743913117e+13 0.00205531626376
17 927.929145701 -3.31408923216e+13 0.00206047187206
18 928.866154272 -3.31074609167e+13 0.00206554437666
19 929.803162843 -3.30740968929e+13 0.00207074679691
20 930.740171413 -3.30408000465e+13 0.00207600299566
21 931.677179984 -3.30075701748e+13 0.00208119680525
22 932.614188555 -3.29744070761e+13 0.00208632302615
23 933.551197125 -3.29413105492e+13 0.00209143076099
24 934.488205696 -3.29082803938e+13 0.00209665125937
25 935.425214267 -3.28753164106e+13 0.00210188593767
26 936.362222837 -3.28424184009e+13 0.002107128936
27 937.299231408 -3.28095861668e+13 0.00211238022955
28 938.236239979 -3.27768195112e+13 0.00211763982479
29 939.173248549 -3.27441182379e+13 0.00212290772819
30 940.11025712 -3.27114821513e+13 0.00212818394623
31 941.047265691 -3.26789110568e+13 0.00213346848541
32 941.984274261 -3.26464047604e+13 0.0021387613522
33 942.921282832 -3.2613963069e+13 0.00214406255311
34 943.858291403 -3.258158579e+13 0.00214937209462
35 944.795299973 -3.25492727319e+13 0.00215468998323
36 945.732308544 -3.25170237038e+13 0.00216001622544
37 946.669317115 -3.24848385156e+13 0.00216535082775
38 947.606325685 -3.24527169778e+13 0.00217069379666
39 948.543334256 -3.24206589019e+13 0.00217604513868
40 949.480342827 -3.23886640999e+13 0.00218140486031
41 950.417351397 -3.23567323847e+13 0.00218677296807
42 951.354359968 -3.232486357e+13 0.00219214946846
43 952.291368539 -3.229305747e+13 0.00219753436802
44 953.228377109 -3.22613138998e+13 0.00220292767324
45 954.16538568 -3.22296326752e+13 0.00220832939065
46 955.102394251 -3.21980136127e+13 0.00221373952678
47 956.039402821 -3.21664565294e+13 0.00221915808815
