lyn index =  27
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.00090357949e+13 0.000542172272684
1 911.79680087 -3.00157234802e+13 0.00043255272134
2 911.59360174 -3.00224141469e+13 0.000358800685802
3 911.39040261 -3.0029107797e+13 0.000311936228056
4 911.18720348 -3.00358044326e+13 0.00028284836676
5 910.98400435 -3.00425040556e+13 0.000264613928689
6 910.78080522 -3.0049206668e+13 0.000252775114586
7 910.57760609 -3.00559122719e+13 0.000244723764495
8 910.374406961 -3.00626208692e+13 0.000239009282289
9 910.171207831 -3.00693324619e+13 0.000234813975282
10 909.968008701 -3.00760470521e+13 0.000231655626718
11 909.764809571 -3.00827646417e+13 0.000229230941728
12 909.561610441 -3.00894852328e+13 0.00022733765575
13 909.358411311 -3.00962088274e+13 0.00022583505189
14 909.155212181 -3.01029354274e+13 0.000224622476959
15 908.952013051 -3.0109665035e+13 0.000223626716951
16 908.748813921 -3.01163976521e+13 0.000222794005427
17 908.545614791 -3.01231332807e+13 0.000222084600981
18 908.342415661 -3.01298719229e+13 0.000221469030859
19 908.139216531 -3.01366135807e+13 0.000220925390443
20 907.936017401 -3.01433582561e+13 0.000220437373786
21 907.732818271 -3.01501059512e+13 0.000219992822333
22 907.529619141 -3.01568566679e+13 0.000219582658339
23 907.326420011 -3.01636104083e+13 0.000219200083878
24 907.123220882 -3.01703671744e+13 0.000218839991514
25 906.920021752 -3.01771269683e+13 0.000218498529029
26 906.716822622 -3.0183889792e+13 0.000213434777859
27 906.513623492 -3.01906556475e+13 0.000212261478117
28 906.310424362 -3.01974245369e+13 0.000212153469023
29 906.107225232 -3.02041964622e+13 0.000212045500122
30 905.904026102 -3.02109714255e+13 0.000211937565444
31 905.700826972 -3.02177494287e+13 0.000211829662991
32 905.497627842 -3.02245304741e+13 0.000211721791976
33 905.294428712 -3.02313145635e+13 0.000211613951817
34 905.091229582 -3.0238101699e+13 0.000211506143591
35 904.888030452 -3.02448918828e+13 0.000211398364468
36 904.684831322 -3.02516851168e+13 0.000211290616563
37 904.481632192 -3.02584814032e+13 0.000211182897767
38 904.278433062 -3.02652807439e+13 0.000211075210007
39 904.075233932 -3.0272083141e+13 0.000210967552024
40 903.872034803 -3.02788885966e+13 0.000210859925642
41 903.668835673 -3.02856971128e+13 0.000210752330572
42 903.465636543 -3.02925086916e+13 0.000210644766578
43 903.262437413 -3.0299323335e+13 0.000210537234778
44 903.059238283 -3.03061410453e+13 0.000210429734558
45 902.856039153 -3.03129618243e+13 0.000210322265356
46 902.652840023 -3.03197856743e+13 0.000210214827758
47 902.449640893 -3.03266125972e+13 0.000210107421198
