lyn index =  24
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.00181762524e+13 0.000406502448951
1 911.799609509 -3.00247734883e+13 0.000343620571943
2 911.599219018 -3.00313736247e+13 0.000303885318152
3 911.398828528 -3.00379766634e+13 0.000279059762143
4 911.198438037 -3.00445826064e+13 0.000263255578029
5 910.998047546 -3.00511914556e+13 0.000252791729383
6 910.797657055 -3.00578032129e+13 0.000245542305121
7 910.597266565 -3.00644178803e+13 0.000240318928912
8 910.396876074 -3.00710354596e+13 0.00023643945979
9 910.196485583 -3.00776559527e+13 0.000233491889313
10 909.996095092 -3.00842793617e+13 0.000231211307013
11 909.795704602 -3.00909056884e+13 0.000229417972536
12 909.595314111 -3.00975349347e+13 0.000227985268919
13 909.39492362 -3.01041671027e+13 0.000226821834597
14 909.194533129 -3.01108021941e+13 0.000225860753697
15 908.994142639 -3.0117440211e+13 0.000225052603651
16 908.793752148 -3.01240811553e+13 0.000224360670041
17 908.593361657 -3.0130725029e+13 0.00022375760791
18 908.392971166 -3.01373718338e+13 0.000223222991684
19 908.192580676 -3.01440215719e+13 0.000222741556969
20 907.992190185 -3.01506742452e+13 0.000222301872568
21 907.791799694 -3.01573298555e+13 0.000221895367645
22 907.591409203 -3.01639884048e+13 0.000221515591869
23 907.391018713 -3.01706498952e+13 0.000221157681606
24 907.190628222 -3.01773143284e+13 0.000220817951416
25 906.990237731 -3.01839817066e+13 0.000215687172738
26 906.78984724 -3.01906520315e+13 0.000214522676972
27 906.58945675 -3.01973253053e+13 0.000214415040781
28 906.389066259 -3.02040015298e+13 0.000214307452983
29 906.188675768 -3.0210680707e+13 0.000214199902074
30 905.988285277 -3.02173628389e+13 0.000214092384222
31 905.787894787 -3.02240479274e+13 0.000213984897921
32 905.587504296 -3.02307359745e+13 0.000213877442068
33 905.387113805 -3.02374269821e+13 0.000213770018773
34 905.186723314 -3.02441209522e+13 0.000213662622584
35 904.986332824 -3.02508178868e+13 0.000213555257599
36 904.785942333 -3.02575177879e+13 0.000213447919697
37 904.585551842 -3.02642206574e+13 0.000213340612553
38 904.385161351 -3.02709264973e+13 0.000213233333651
39 904.184770861 -3.02776353095e+13 0.000213126086474
40 903.98438037 -3.02843470961e+13 0.000213018870452
41 903.783989879 -3.02910618591e+13 0.000212911685166
42 903.583599388 -3.02977796003e+13 0.000212804532855
43 903.383208897 -3.03045003219e+13 0.000212697412393
44 903.182818407 -3.03112240257e+13 0.000212590322729
45 902.982427916 -3.03179507137e+13 0.000212483265026
46 902.782037425 -3.0324680388e+13 0.000212376238178
47 902.581646934 -3.03314130506e+13 0.000212269241357
