lyn index =  11
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.01522638699e+13 0.00299141134062
1 911.840811357 -3.01575278348e+13 0.00298624530839
2 911.681622713 -3.0162793638e+13 0.0029813017458
3 911.52243407 -3.01680612804e+13 0.00297654820826
4 911.363245427 -3.0173330763e+13 0.00297195864858
5 911.204056783 -3.01786020868e+13 0.00296744366969
6 911.04486814 -3.01838752528e+13 0.00288482583354
7 910.885679497 -3.01891502618e+13 0.00288251264583
8 910.726490853 -3.01944271149e+13 0.0028804981504
9 910.56730221 -3.01997058131e+13 0.00287848471297
10 910.408113566 -3.02049863573e+13 0.00287647233172
11 910.248924923 -3.02102687484e+13 0.00287446100608
12 910.08973628 -3.02155529875e+13 0.00287245073546
13 909.930547636 -3.02208390754e+13 0.00287044151978
14 909.771358993 -3.02261270133e+13 0.00286843335813
15 909.61217035 -3.0231416802e+13 0.00286642625036
16 909.452981706 -3.02367084426e+13 0.00286442019627
17 909.293793063 -3.02420019359e+13 0.00286241519511
18 909.13460442 -3.02472972831e+13 0.00286041124681
19 908.975415776 -3.02525944849e+13 0.00285840835086
20 908.816227133 -3.02578935425e+13 0.00285640650674
21 908.65703849 -3.02631944568e+13 0.00285440571435
22 908.497849846 -3.02684972287e+13 0.00285240597321
23 908.338661203 -3.02738018593e+13 0.00285040728289
24 908.179472559 -3.02791083496e+13 0.00284840964325
25 908.020283916 -3.02844167004e+13 0.00284641305383
26 907.861095273 -3.02897269128e+13 0.00284441751423
27 907.701906629 -3.02950389878e+13 0.00284242302423
28 907.542717986 -3.03003529263e+13 0.00284042958338
29 907.383529343 -3.03056687293e+13 0.00283843719131
30 907.224340699 -3.03109863979e+13 0.00283644584759
31 907.065152056 -3.03163059329e+13 0.00283445555194
32 906.905963413 -3.03216273354e+13 0.00283246630393
33 906.746774769 -3.03269506064e+13 0.00283047810318
34 906.587586126 -3.03322757468e+13 0.00282849094928
35 906.428397483 -3.03376027576e+13 0.00282650484194
36 906.269208839 -3.03429316398e+13 0.00282451978074
37 906.110020196 -3.03482623944e+13 0.00282253576529
38 905.950831552 -3.03535950224e+13 0.00282055279527
39 905.791642909 -3.03589295248e+13 0.00281857087029
40 905.632454266 -3.03642659025e+13 0.00281658998997
41 905.473265622 -3.03696041565e+13 0.00281461015394
42 905.314076979 -3.03749442879e+13 0.00281263136186
43 905.154888336 -3.03802862977e+13 0.00281065361335
44 904.995699692 -3.03856301867e+13 0.00280867690804
45 904.836511049 -3.03909759561e+13 0.00280670124554
46 904.677322406 -3.03963236067e+13 0.00280472662553
47 904.518133762 -3.04016731397e+13 0.00280275304762
