lyn index =  11
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.01522638699e+13 0.000236598789933
1 911.840811357 -3.01575278348e+13 0.00023625839145
2 911.681622713 -3.0162793638e+13 0.000235935847296
3 911.52243407 -3.01680612804e+13 0.000235628518146
4 911.363245427 -3.0173330763e+13 0.000235334285648
5 911.204056783 -3.01786020868e+13 0.000234813587859
6 911.04486814 -3.01838752528e+13 0.000230057303645
7 910.885679497 -3.01891502618e+13 0.000228440536674
8 910.726490853 -3.01944271149e+13 0.000228347228692
9 910.56730221 -3.01997058131e+13 0.00022825527785
10 910.408113566 -3.02049863573e+13 0.00022816383849
11 910.248924923 -3.02102687484e+13 0.000228072669668
12 910.08973628 -3.02155529875e+13 0.000227981566015
13 909.930547636 -3.02208390754e+13 0.000227890786864
14 909.771358993 -3.02261270133e+13 0.000227799841455
15 909.61217035 -3.0231416802e+13 0.000227708926371
16 909.452981706 -3.02367084426e+13 0.000227618194243
17 909.293793063 -3.02420019359e+13 0.000227527302024
18 909.13460442 -3.02472972831e+13 0.000227436531678
19 908.975415776 -3.02525944849e+13 0.000227345725272
20 908.816227133 -3.02578935425e+13 0.00022725477048
21 908.65703849 -3.02631944568e+13 0.000227163902014
22 908.497849846 -3.02684972287e+13 0.00022707302338
23 908.338661203 -3.02738018593e+13 0.000226982074521
24 908.179472559 -3.02791083496e+13 0.000226891255359
25 908.020283916 -3.02844167004e+13 0.000226800502884
26 907.861095273 -3.02897269128e+13 0.000226709769265
27 907.701906629 -3.02950389878e+13 0.00022661919543
28 907.542717986 -3.03003529263e+13 0.000226528713675
29 907.383529343 -3.03056687293e+13 0.000226438316877
30 907.224340699 -3.03109863979e+13 0.000226347944759
31 907.065152056 -3.03163059329e+13 0.000226257685492
32 906.905963413 -3.03216273354e+13 0.000226167477329
33 906.746774769 -3.03269506064e+13 0.00022607731131
34 906.587586126 -3.03322757468e+13 0.000225987142901
35 906.428397483 -3.03376027576e+13 0.000225897043996
36 906.269208839 -3.03429316398e+13 0.000225806972491
37 906.110020196 -3.03482623944e+13 0.000225716896137
38 905.950831552 -3.03535950224e+13 0.000225626874592
39 905.791642909 -3.03589295248e+13 0.000225536875905
40 905.632454266 -3.03642659025e+13 0.000225446899416
41 905.473265622 -3.03696041565e+13 0.000225356921167
42 905.314076979 -3.03749442879e+13 0.000225266988424
43 905.154888336 -3.03802862977e+13 0.000225177076756
44 904.995699692 -3.03856301867e+13 0.000225087185963
45 904.836511049 -3.03909759561e+13 0.000224997297526
46 904.677322406 -3.03963236067e+13 0.000224907448552
47 904.518133762 -3.04016731397e+13 0.000224817620053
