lyn index =  0
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.99645882803e+13 0.00653543268493
1 914.85589881 -3.98398311234e+13 0.0065832567692
2 917.711797619 -3.97158504495e+13 0.00663128628349
3 920.567696429 -3.95926390318e+13 0.00667948419996
4 923.423595239 -3.94701897333e+13 0.00672790274945
5 926.279494048 -3.93484955044e+13 0.0067765311525
6 929.135392858 -3.92275493827e+13 0.00682535061907
7 931.991291668 -3.91073444908e+13 0.00687436631856
8 934.847190477 -3.89878740355e+13 0.00692337210043
9 937.703089287 -3.88691313064e+13 0.0069730085749
10 940.558988097 -3.87511096745e+13 0.00702266989271
11 943.414886906 -3.86338025911e+13 0.007072478349
12 946.270785716 -3.85172035865e+13 0.00712253583081
13 949.126684526 -3.8401306269e+13 0.00717277465582
14 951.982583335 -3.82861043234e+13 0.0072232095991
15 954.838482145 -3.81715915104e+13 0.00727385323708
16 957.694380955 -3.80577616647e+13 0.00732471135582
17 960.550279764 -3.79446086946e+13 0.00737576144962
18 963.406178574 -3.78321265805e+13 0.00742699527396
19 966.262077384 -3.77203093741e+13 0.00747846761982
20 969.117976193 -3.76091511972e+13 0.00753011252065
21 971.973875003 -3.74986462404e+13 0.00758202013006
22 974.829773813 -3.73887887629e+13 0.00763403255275
23 977.685672622 -3.72795730904e+13 0.00768630801398
24 980.541571432 -3.71709936152e+13 0.00773876733439
25 983.397470242 -3.70630447944e+13 0.0077914525842
26 986.253369051 -3.69557211495e+13 0.00784433278486
27 989.109267861 -3.68490172652e+13 0.0078974094778
28 991.965166671 -3.67429277885e+13 0.00795068212629
29 994.82106548 -3.6637447428e+13 0.00800417897665
30 997.67696429 -3.65325709529e+13 0.00805788284225
31 1000.5328631 -3.64282931919e+13 0.00811171361114
32 1003.38876191 -3.63246090328e+13 0.00816586023597
33 1006.24466072 -3.62215134214e+13 0.00822010752771
34 1009.10055953 -3.61190013605e+13 0.00827467606337
35 1011.95645834 -3.60170679098e+13 0.008329279133
36 1014.81235715 -3.5915708184e+13 0.00838427909292
37 1017.66825596 -3.58149173531e+13 0.00843931607781
38 1020.52415477 -3.57146906409e+13 0.00849468789881
39 1023.38005358 -3.56150233248e+13 0.00855020925026
40 1026.23595239 -3.55159107344e+13 0.00860591997518
41 1029.0918512 -3.54173482515e+13 0.00866183534668
42 1031.94775001 -3.53193313087e+13 0.0087179507511
43 1034.80364882 -3.52218553892e+13 0.00877426474575
44 1037.65954763 -3.51249160261e+13 0.00883078360852
45 1040.51544644 -3.50285088011e+13 0.00888750605605
46 1043.37134524 -3.49326293447e+13 0.0089443646496
