lyn index =  4
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.08304681475e+13 0.000269111411007
1 912.049206954 -3.08288047795e+13 0.000269144372319
2 912.098413908 -3.0827141591e+13 0.00026917733589
3 912.147620862 -3.08254785819e+13 0.000269210301719
4 912.196827816 -3.08238157523e+13 0.000269243269808
5 912.246034771 -3.0822153102e+13 0.000269276240154
6 912.295241725 -3.08204906312e+13 0.00026930921276
7 912.344448679 -3.08188283396e+13 0.000269342187624
8 912.393655633 -3.08171662273e+13 0.000269375164747
9 912.442862587 -3.08155042943e+13 0.000269408144129
10 912.492069541 -3.08138425406e+13 0.000269441125769
11 912.541276495 -3.0812180966e+13 0.000269474109669
12 912.590483449 -3.08105195707e+13 0.000269507095827
13 912.639690403 -3.08088583545e+13 0.000269540084244
14 912.688897357 -3.08071973174e+13 0.00026957307492
15 912.738104312 -3.08055364594e+13 0.000269606067856
16 912.787311266 -3.08038757805e+13 0.00026963906305
17 912.83651822 -3.08022152807e+13 0.000269672060503
18 912.885725174 -3.08005549598e+13 0.000269705060215
19 912.934932128 -3.07988948179e+13 0.000269738062187
20 912.984139082 -3.0797234855e+13 0.000269771066417
21 913.033346036 -3.0795575071e+13 0.000269804072907
22 913.08255299 -3.07939154659e+13 0.000269837081656
23 913.131759944 -3.07922560397e+13 0.000269870092664
24 913.180966899 -3.07905967923e+13 0.000269903105932
25 913.230173853 -3.07889377237e+13 0.000269936121459
26 913.279380807 -3.07872788339e+13 0.000269969139245
27 913.328587761 -3.07856201228e+13 0.00027000215929
28 913.377794715 -3.07839615905e+13 0.000270035181595
29 913.427001669 -3.07823032368e+13 0.00027006820616
30 913.476208623 -3.07806450618e+13 0.000270101232984
31 913.525415577 -3.07789870655e+13 0.000270134262067
32 913.574622531 -3.07773292477e+13 0.00027016729341
33 913.623829485 -3.07756716086e+13 0.000270200327013
34 913.67303644 -3.0774014148e+13 0.000270233362875
35 913.722243394 -3.07723568659e+13 0.000270266400996
36 913.771450348 -3.07706997623e+13 0.000270299441378
37 913.820657302 -3.07690428371e+13 0.000270332484019
38 913.869864256 -3.07673860904e+13 0.00027036552892
39 913.91907121 -3.07657295221e+13 0.000270398576081
40 913.968278164 -3.07640731322e+13 0.000270431625501
41 914.017485118 -3.07624169206e+13 0.000270464677182
42 914.066692072 -3.07607608873e+13 0.000270497731122
43 914.115899027 -3.07591050323e+13 0.000270530787322
44 914.165105981 -3.07574493556e+13 0.000270563845782
45 914.214312935 -3.07557938571e+13 0.000270596906502
46 914.263519889 -3.07541385368e+13 0.000270629969482
47 914.312726843 -3.07524833947e+13 0.000270663034722
