lyn index =  18
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.00483793083e+13 0.0013747302715
1 911.80889017 -3.00546772735e+13 0.00133190224906
2 911.61778034 -3.00609778794e+13 0.00130100184034
3 911.42667051 -3.00672811275e+13 0.00127799586622
4 911.23556068 -3.00735870195e+13 0.0012604540216
5 911.04445085 -3.00798955571e+13 0.00124682794788
6 910.85334102 -3.00862067419e+13 0.00123607566507
7 910.66223119 -3.00925205756e+13 0.00122746542226
8 910.471121361 -3.00988370599e+13 0.00122046816197
9 910.280011531 -3.01051561965e+13 0.00121469421432
10 910.088901701 -3.0111477987e+13 0.00120985323646
11 909.897791871 -3.0117802433e+13 0.00120572739998
12 909.706682041 -3.01241295363e+13 0.0012021525274
13 909.515572211 -3.01304592986e+13 0.00119900455128
14 909.324462381 -3.01367917214e+13 0.001196189562
15 909.133352551 -3.01431268066e+13 0.00119363637509
16 908.942242721 -3.01494645557e+13 0.00119129095631
17 908.751132891 -3.01558049704e+13 0.00118911223695
18 908.560023061 -3.01621480525e+13 0.00118706892802
19 908.368913231 -3.01684938036e+13 0.00118513711911
20 908.177803401 -3.01748422255e+13 0.00118329847476
21 907.986693571 -3.01811933197e+13 0.00116737173373
22 907.795583742 -3.01875470879e+13 0.00114908054955
23 907.604473912 -3.0193903532e+13 0.00114845542463
24 907.413364082 -3.02002626535e+13 0.00114783058833
25 907.222254252 -3.02066244541e+13 0.00114720599281
26 907.031144422 -3.02129889356e+13 0.00114658162504
27 906.840034592 -3.02193560996e+13 0.00114595748614
28 906.648924762 -3.02257259478e+13 0.0011453335694
29 906.457814932 -3.0232098482e+13 0.00114470987559
30 906.266705102 -3.02384737038e+13 0.00114408640837
31 906.075595272 -3.02448516149e+13 0.00114346315839
32 905.884485442 -3.02512322171e+13 0.00114284013281
33 905.693375612 -3.0257615512e+13 0.00114221732453
34 905.502265782 -3.02640015013e+13 0.00114159473985
35 905.311155952 -3.02703901868e+13 0.00114097237652
36 905.120046123 -3.02767815702e+13 0.00114035023348
37 904.928936293 -3.0283175653e+13 0.00113972831643
38 904.737826463 -3.02895724372e+13 0.00113910662221
39 904.546716633 -3.02959719244e+13 0.00113848515476
40 904.355606803 -3.03023741162e+13 0.0011378639122
41 904.164496973 -3.03087790145e+13 0.00113724289278
42 903.973387143 -3.03151866209e+13 0.0011366220986
43 903.782277313 -3.03215969371e+13 0.00113600152774
44 903.591167483 -3.0328009965e+13 0.0011353811787
45 903.400057653 -3.03344257061e+13 0.00113476105322
46 903.208947823 -3.03408441622e+13 0.00113414115
47 903.017837993 -3.0347265335e+13 0.00113352146887
