lyn index =  2
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.19716705643e+13 0.0376610956889
1 912.399870563 -3.19576585829e+13 0.0377271898592
2 912.799741126 -3.1943658878e+13 0.0377933709864
3 913.199611689 -3.19296714334e+13 0.0378596391468
4 913.599482252 -3.1915696233e+13 0.0379259944166
5 913.999352814 -3.19017332608e+13 0.0379924368721
6 914.399223377 -3.18877825008e+13 0.0380589665897
7 914.79909394 -3.18738439368e+13 0.0381255836458
8 915.198964503 -3.1859917553e+13 0.0381922881167
9 915.598835066 -3.18460033334e+13 0.0382590800788
10 915.998705629 -3.1832101262e+13 0.0383259596088
11 916.398576192 -3.1818211323e+13 0.0383929267829
12 916.798446755 -3.18043335004e+13 0.0384599816779
13 917.198317318 -3.17904677784e+13 0.0385271243702
14 917.59818788 -3.17766141412e+13 0.0385943549365
15 917.998058443 -3.17627725731e+13 0.0386616734534
16 918.397929006 -3.17489430581e+13 0.0387290799976
17 918.797799569 -3.17351255807e+13 0.0387965746457
18 919.197670132 -3.17213201251e+13 0.0388641574746
19 919.597540695 -3.17075266756e+13 0.0389318285609
20 919.997411258 -3.16937452165e+13 0.0389995879815
21 920.397281821 -3.16799757323e+13 0.0390674358133
22 920.797152384 -3.16662182073e+13 0.0391353721331
23 921.197022946 -3.16524726259e+13 0.0392033970177
24 921.596893509 -3.16387389727e+13 0.0392715105443
25 921.996764072 -3.1625017232e+13 0.0393397127896
26 922.396634635 -3.16113073885e+13 0.0394080038307
27 922.796505198 -3.15976094265e+13 0.0394763837447
28 923.196375761 -3.15839233308e+13 0.0395448526087
29 923.596246324 -3.15702490858e+13 0.0396134104996
30 923.996116887 -3.15565866762e+13 0.0396820574948
31 924.39598745 -3.15429360867e+13 0.0397507936713
32 924.795858012 -3.15292973019e+13 0.0398196191063
33 925.195728575 -3.15156703064e+13 0.0398885338771
34 925.595599138 -3.15020550851e+13 0.039957538061
35 925.995469701 -3.14884516226e+13 0.0400266317353
36 926.395340264 -3.14748599038e+13 0.0400958149772
37 926.795210827 -3.14612799134e+13 0.0401650878643
38 927.19508139 -3.14477116362e+13 0.0402344504738
39 927.594951953 -3.14341550572e+13 0.0403039028832
40 927.994822516 -3.14206101612e+13 0.0403734451701
41 928.394693078 -3.1407076933e+13 0.0404430774118
42 928.794563641 -3.13935553577e+13 0.040512799686
43 929.194434204 -3.13800454202e+13 0.0405826120702
44 929.594304767 -3.13665471054e+13 0.040652514642
45 929.99417533 -3.13530603984e+13 0.0407225074791
46 930.394045893 -3.13395852842e+13 0.0407925906591
47 930.793916456 -3.13261217478e+13 0.0408627642597
