lyn index =  20
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.0035558471e+13 0.00149497008908
1 911.80495064 -3.00419835474e+13 0.00140180994963
2 911.60990128 -3.00484113733e+13 0.00134029809342
3 911.41485192 -3.00548419504e+13 0.00129792273704
4 911.219802561 -3.00612752804e+13 0.00126752855034
5 911.024753201 -3.00677113652e+13 0.00124500964103
6 910.829703841 -3.00741502065e+13 0.0012279123507
7 910.634654481 -3.00805918061e+13 0.00121468206786
8 910.439605121 -3.00870361657e+13 0.00120427675578
9 910.244555761 -3.00934832872e+13 0.00119596722487
10 910.049506401 -3.00999331722e+13 0.00118922830462
11 909.854457041 -3.01063858227e+13 0.0011836748463
12 909.659407682 -3.01128412402e+13 0.00117902124119
13 909.464358322 -3.01192994268e+13 0.00117505424687
14 909.269308962 -3.0125760384e+13 0.00117161400361
15 909.074259602 -3.01322241138e+13 0.00116858036631
16 908.879210242 -3.01386906178e+13 0.00116586287533
17 908.684160882 -3.01451598979e+13 0.00116339334194
18 908.489111522 -3.01516319559e+13 0.00116112028575
19 908.294062163 -3.01581067935e+13 0.00115900477677
20 908.099012803 -3.01645844126e+13 0.00115701729372
21 907.903963443 -3.01710648149e+13 0.00115513538288
22 907.708914083 -3.01775480022e+13 0.00115334188716
23 907.513864723 -3.01840339764e+13 0.00112354546326
24 907.318815363 -3.01905227392e+13 0.00112043253344
25 907.123766003 -3.01970142924e+13 0.00111981313554
26 906.928716643 -3.02035086378e+13 0.00111919397971
27 906.733667284 -3.02100057773e+13 0.00111857505278
28 906.538617924 -3.02165057126e+13 0.00111795635141
29 906.343568564 -3.02230084455e+13 0.00111733787539
30 906.148519204 -3.02295139778e+13 0.00111671962549
31 905.953469844 -3.02360223114e+13 0.00111610159571
32 905.758420484 -3.02425334481e+13 0.00111548378875
33 905.563371124 -3.02490473896e+13 0.00111486620593
34 905.368321765 -3.02555641378e+13 0.00111424884309
35 905.173272405 -3.02620836945e+13 0.0011136317037
36 904.978223045 -3.02686060615e+13 0.00111301478641
37 904.783173685 -3.02751312407e+13 0.00111239809057
38 904.588124325 -3.02816592338e+13 0.00111178161947
39 904.393074965 -3.02881900426e+13 0.00111116537237
40 904.198025605 -3.02947236691e+13 0.00111054934861
41 904.002976245 -3.0301260115e+13 0.00110993355011
42 903.807926886 -3.03077993821e+13 0.0011093179749
43 903.612877526 -3.03143414722e+13 0.00110870262415
44 903.417828166 -3.03208863873e+13 0.00110808749671
45 903.222778806 -3.03274341291e+13 0.0011074725917
46 903.027729446 -3.03339846995e+13 0.00110685791007
47 902.832680086 -3.03405381002e+13 0.00110624345105
