lyn index =  10
input velocity PDF from ...  output/f_v12_01.out
computing the optical depth from Lya-absorbing clouds ...
0 912.0 -3.01836618969e+13 0.000232025185928
1 911.850459203 -3.01886119289e+13 0.000230188535954
2 911.700918406 -3.01935635847e+13 0.000230098162293
3 911.551377609 -3.01985168651e+13 0.000230010326659
4 911.401836812 -3.0203471771e+13 0.000229923307602
5 911.252296015 -3.02084283032e+13 0.000229836624855
6 911.102755217 -3.02133864623e+13 0.000229750171954
7 910.95321442 -3.02183462494e+13 0.000229663896743
8 910.803673623 -3.0223307665e+13 0.000229577611153
9 910.654132826 -3.02282707102e+13 0.000229491660372
10 910.504592029 -3.02332353856e+13 0.000229405428618
11 910.355051232 -3.0238201692e+13 0.000229319460107
12 910.205510435 -3.02431696303e+13 0.000229233225952
13 910.055969638 -3.02481392013e+13 0.0002291471788
14 909.906428841 -3.02531104058e+13 0.000229061068001
15 909.756888044 -3.02580832445e+13 0.000228974712868
16 909.607347247 -3.02630577183e+13 0.000228888492557
17 909.45780645 -3.0268033828e+13 0.000228802245963
18 909.308265652 -3.02730115744e+13 0.000228715867364
19 909.158724855 -3.02779909583e+13 0.00022862967507
20 909.009184058 -3.02829719806e+13 0.000228543560792
21 908.859643261 -3.02879546419e+13 0.00022845755055
22 908.710102464 -3.02929389432e+13 0.000228371555072
23 908.560561667 -3.02979248852e+13 0.000228285789507
24 908.41102087 -3.03029124688e+13 0.000228200140259
25 908.261480073 -3.03079016947e+13 0.000228114513031
26 908.111939276 -3.03128925638e+13 0.000228029057406
27 907.962398479 -3.03178850769e+13 0.00022794367377
28 907.812857682 -3.03228792348e+13 0.00022785834818
29 907.663316885 -3.03278750383e+13 0.000227773006499
30 907.513776087 -3.03328724882e+13 0.000227687767741
31 907.36423529 -3.03378715854e+13 0.000227602561236
32 907.214694493 -3.03428723306e+13 0.000227517382821
33 907.065153696 -3.03478747247e+13 0.000227432180607
34 906.915612899 -3.03528787684e+13 0.000227347052067
35 906.766072102 -3.03578844627e+13 0.000227261945468
36 906.616531305 -3.03628918083e+13 0.000227176859873
37 906.466990508 -3.0367900806e+13 0.000227091756081
38 906.317449711 -3.03729114567e+13 0.000227006711627
39 906.167908914 -3.03779237611e+13 0.000226921686545
40 906.018368117 -3.03829377202e+13 0.000226836680535
41 905.868827319 -3.03879533346e+13 0.000226751663032
42 905.719286522 -3.03929706053e+13 0.000226666695304
43 905.569745725 -3.0397989533e+13 0.00022658174604
44 905.420204928 -3.04030101186e+13 0.000226496815124
45 905.270664131 -3.04080323628e+13 0.000226411878636
46 905.121123334 -3.04130562666e+13 0.000226326984776
47 904.971582537 -3.04180818308e+13 0.000226242109006
