-2000.0	1.12914088224e-24
-1995.995996	1.39606320273e-24
-1991.99199199	1.72539515208e-24
-1987.98798799	2.13156516188e-24
-1983.98398398	2.63229889959e-24
-1979.97997998	3.24936382506e-24
-1975.97597598	4.00947982238e-24
-1971.97197197	4.94543248378e-24
-1967.96796797	6.09743357327e-24
-1963.96396396	7.51478285332e-24
-1959.95995996	9.25789717987e-24
-1955.95595596	1.14007869936e-23
-1951.95195195	1.40340775856e-23
-1947.94794795	1.72686934301e-23
-1943.94394394	2.12403492176e-23
-1939.93993994	2.61150219232e-23
-1935.93593594	3.20956154086e-23
-1931.93193193	3.94300740397e-23
-1927.92792793	4.84212562145e-23
-1923.92392392	5.9438944493e-23
-1919.91991992	7.29344485417e-23
-1915.91591592	8.94583531837e-23
-1911.91191191	1.09682079859e-22
-1907.90790791	1.34424069846e-22
-1903.9039039	1.64681566554e-22
-1899.8998999	2.01669177983e-22
-1895.8958959	2.46865646072e-22
-1891.89189189	3.02070545674e-22
-1887.88788789	3.69472992375e-22
-1883.88388388	4.51734867581e-22
-1879.87987988	5.52091585766e-22
-1875.87587588	6.74474050023e-22
-1871.87187187	8.23656188984e-22
-1867.86786787	1.00543336584e-21
-1863.86386386	1.22683802851e-21
-1859.85985986	1.49640026478e-21
-1855.85585586	1.82446248025e-21
-1851.85185185	2.22355928125e-21
-1847.84784785	2.70887588045e-21
-1843.84384384	3.2988010226e-21
-1839.83983984	4.01559363828e-21
-1835.83583584	4.8861862783e-21
-1831.83183183	5.94315298397e-21
-1827.82782783	7.22587475499e-21
-1823.82382382	8.78194236331e-21
-1819.81981982	1.06688441342e-20
-1815.81581582	1.29559957247e-20
-1811.81181181	1.57271801667e-20
-1807.80780781	1.90834798579e-20
-1803.8038038	2.31467981941e-20
-1799.7997998	2.80640876339e-20
-1795.7957958	3.40124237565e-20
-1791.79179179	4.12050920089e-20
-1787.78778779	4.98988861654e-20
-1783.78378378	6.04028560141e-20
-1779.77977978	7.30887875945e-20
-1775.77577578	8.84037538123e-20
-1771.77177177	1.06885138065e-19
-1767.76776777	1.29178610545e-19
-1763.76376376	1.56059628397e-19
-1759.75975976	1.88459139608e-19
-1755.75575576	2.27494299493e-19
-1751.75175175	2.74505161738e-19
-1747.74774775	3.31098487462e-19
-1743.74374374	3.99200030993e-19
-1739.73973974	4.8111691601e-19
-1735.73573574	5.79612017746e-19
-1731.73173173	6.97992624434e-19
-1727.72772773	8.40216074287e-19
-1723.72372372	1.01101556471e-18
-1719.71971972	1.21604992203e-18
-1715.71571572	1.46208181925e-18
-1711.71171171	1.75718975502e-18
-1707.70770771	2.11102008231e-18
-1703.7037037	2.53508652565e-18
-1699.6996997	3.04312598357e-18
-1695.6956957	3.65152101301e-18
-1691.69169169	4.37980127917e-18
-1687.68768769	5.25123847602e-18
-1683.68368368	6.29355183964e-18
-1679.67967968	7.53974445597e-18
-1675.67567568	9.0290941878e-18
-1671.67167167	1.08083273063e-17
-1667.66766767	1.29330079199e-17
-1663.66366366	1.54691821772e-17
-1659.65965966	1.84953231293e-17
-1655.65565566	2.21046302462e-17
-1651.65165165	2.64077470987e-17
-1647.64764765	3.1535971874e-17
-1643.64364364	3.76450484756e-17
-1639.63963964	4.49196412819e-17
-1635.63563564	5.35786145891e-17
-1631.63163163	6.38812587752e-17
-1627.62762763	7.61346298065e-17
-1623.62362362	9.07021974634e-17
-1619.61961962	1.08014031277e-16
-1615.61561562	1.28578792446e-16
-1611.61161161	1.52997845878e-16
-1607.60760761	1.81981860062e-16
-1603.6036036	2.16370324966e-16
-1599.5995996	2.57154491061e-16
-1595.5955956	3.05504317538e-16
-1591.59159159	3.62800116831e-16
-1587.58758759	4.30669697896e-16
-1583.58358358	5.11031945007e-16
-1579.57957958	6.06147925077e-16
-1575.57557558	7.18680798333e-16
-1571.57157157	8.51766018491e-16
-1567.56756757	1.0090935542e-15
-1563.56356356	1.19500414878e-15
-1559.55955956	1.41460196664e-15
-1555.55555556	1.67388635894e-15
-1551.55155155	1.9799059272e-15
-1547.54754755	2.34093858046e-15
-1543.54354354	2.76670188067e-15
-1539.53953954	3.26859866516e-15
-1535.53553554	3.86000373863e-15
-1531.53153153	4.55659835692e-15
-1527.52752753	5.37676030092e-15
-1523.52352352	6.34201858255e-15
-1519.51951952	7.47758326248e-15
-1515.51551552	8.81296251989e-15
-1511.51151151	1.03826810317e-14
-1507.50750751	1.22271159316e-14
-1503.5035035	1.43934691727e-14
-1499.4994995	1.69368980584e-14
-1495.4954955	1.99218291013e-14
-1491.49149149	2.34234842753e-14
-1487.48748749	2.75296532243e-14
-1483.48348348	3.23427501715e-14
-1479.47947948	3.79822002262e-14
-1475.47547548	4.45872066353e-14
-1471.47147147	5.23199583956e-14
-1467.46746747	6.13693466858e-14
-1463.46346346	7.19552689541e-14
-1459.45945946	8.43336114132e-14
-1455.45545546	9.88020143584e-14
-1451.45145145	1.15706540391e-13
-1447.44744745	1.35449383588e-13
-1443.44344344	1.58497778217e-13
-1439.43943944	1.85394289163e-13
-1435.43543544	2.16768693154e-13
-1431.43143143	2.53351690722e-13
-1427.42742743	2.95990724061e-13
-1423.42342342	3.45668216231e-13
-1419.41941942	4.03522593132e-13
-1415.41541542	4.70872502218e-13
-1411.41141141	5.49244701836e-13
-1407.40740741	6.40406163414e-13
-1403.4034034	7.46401006676e-13
-1399.3993994	8.69592976829e-13
-1395.3953954	1.01271427382e-12
-1391.39139139	1.17892165888e-12
-1387.38738739	1.37186089456e-12
-1383.38338338	1.59574072347e-12
-1379.37937938	1.85541776035e-12
-1375.37537538	2.1564938643e-12
-1371.37137137	2.50542777691e-12
-1367.36736737	2.90966305978e-12
-1363.36336336	3.3777746464e-12
-1359.35935936	3.91963664274e-12
-1355.35535536	4.54661437239e-12
-1351.35135135	5.27178407206e-12
-1347.34734735	6.11018410729e-12
-1343.34334334	7.07910210356e-12
-1339.33933934	8.19840298193e-12
-1335.33533534	9.49090356056e-12
-1331.33133133	1.09828001423e-11
-1327.32732733	1.2704156367e-11
-1323.32332332	1.46894595736e-11
-1319.31931932	1.69782550137e-11
-1315.31531532	1.96158684858e-11
