-2000.0	2.88595153985e-19
-1995.995996	3.48005277108e-19
-1991.99199199	4.19478217443e-19
-1987.98798799	5.05428574697e-19
-1983.98398398	6.08747186007e-19
-1979.97997998	7.3289362516e-19
-1975.97597598	8.82006383367e-19
-1971.97197197	1.06103405571e-18
-1967.96796797	1.27589147156e-18
-1963.96396396	1.53364543275e-18
-1959.95995996	1.84273558034e-18
-1955.95595596	2.21323692195e-18
-1951.95195195	2.65717174502e-18
-1947.94794795	3.1888800487e-18
-1943.94394394	3.82545928566e-18
-1939.93993994	4.58728615994e-18
-1935.93593594	5.49863552855e-18
-1931.93193193	6.58841416451e-18
-1927.92792793	7.89103032754e-18
-1923.92392392	9.44742383866e-18
-1919.91991992	1.13062857637e-17
-1915.91591592	1.35255019916e-17
-1911.91191191	1.61738610771e-17
-1907.90790791	1.93330738642e-17
-1903.9039039	2.31001607846e-17
-1899.8998999	2.7590272566e-17
-1895.8958959	3.29400216058e-17
-1891.89189189	3.93114147832e-17
-1887.88788789	4.68964943051e-17
-1883.88388388	5.59228117114e-17
-1879.87987988	6.66598818525e-17
-1875.87587588	7.94267890189e-17
-1871.87187187	9.46011470631e-17
-1867.86786787	1.12629650022e-16
-1863.86386386	1.34040490242e-16
-1859.85985986	1.59457968301e-16
-1855.85585586	1.896196742e-16
-1851.85185185	2.25396683695e-16
-1847.84784785	2.67817288707e-16
-1843.84384384	3.18094868249e-16
-1839.83983984	3.77660608273e-16
-1835.83583584	4.48201897518e-16
-1831.83183183	5.31707364636e-16
-1827.82782783	6.30519682633e-16
-1823.82382382	7.47397453549e-16
-1819.81981982	8.85587703653e-16
-1815.81581582	1.0489107718e-15
-1811.81181181	1.24185966683e-15
-1807.80780781	1.46971631005e-15
-1803.8038038	1.7386874738e-15
-1799.7997998	2.05606368484e-15
-1795.7957958	2.43040489195e-15
-1791.79179179	2.87175731214e-15
-1787.78778779	3.39190658198e-15
-1783.78378378	4.0046731645e-15
-1779.77977978	4.72625691636e-15
-1775.77577578	5.57563882231e-15
-1771.77177177	6.57504917934e-15
-1767.76776777	7.75051298561e-15
-1763.76376376	9.13248499077e-15
-1759.75975976	1.07565888276e-14
